"carcID","Year","Season","SeasonYear","Building","Facade","Date","Species"
"x36",2019,"Fall","Fall2019","FIA","FIA5","2019-09-22","YellowRumpedWarbler"
"x37",2019,"Fall","Fall2019","FIA","FIA6","2019-09-22",NA
"x38",2019,"Fall","Fall2019","UVC","UVC4","2019-09-23",NA
"x39",2019,"Fall","Fall2019","UVC","UVC8","2019-09-23",NA
"x40",2019,"Fall","Fall2019","EOW","EOW3","2019-09-23","HermitThrush"
"x41",2019,"Fall","Fall2019","DTB","DTB3","2019-09-24",NA
"x42",2019,"Fall","Fall2019","UVC","UVC8","2019-09-24","OrangeCrownedWarbler"
"x43",2019,"Fall","Fall2019","MSB","MSB2","2019-09-25","HermitThrush"
"x44",2019,"Fall","Fall2019","MSB","MSB2","2019-09-25",NA
"x45",2019,"Fall","Fall2019","EOW","EOW2","2019-09-25",NA
"x46",2019,"Fall","Fall2019","UVC","UVC8","2019-09-25",NA
"x47",2019,"Fall","Fall2019","FIA","FIA1","2019-09-25",NA
"x48",2019,"Fall","Fall2019","MSB","MSB2","2019-09-26","SavannahSparrow"
"x49",2019,"Fall","Fall2019","MSB","MSB4","2019-09-26",NA
"x50",2019,"Fall","Fall2019","UVC","UVC8","2019-09-26","FoxSparrow"
"x51",2019,"Fall","Fall2019","UVC","UVC8","2019-09-26",NA
"x52",2019,"Fall","Fall2019","DTB","DTB2","2019-09-26",NA
"x53",2019,"Fall","Fall2019","MSB","MSB2","2019-09-27",NA
"x54",2019,"Fall","Fall2019","EOW","EOW2","2019-09-27","GoldenCrownedKinglet"
"x55",2019,"Fall","Fall2019","EOW","EOW2","2019-09-27",NA
"x56",2019,"Fall","Fall2019","EOW","EOW2","2019-09-27","HermitThrush"
"x57",2019,"Fall","Fall2019","EOW","EOW3","2019-09-27","SwainsonsThrush"
"x58",2019,"Fall","Fall2019","MWB","MWB8","2019-09-27","LincolnsSparrow"
"x59",2019,"Fall","Fall2019","EOW","EOW1","2019-09-28","DarkEyedJunco"
"x60",2019,"Fall","Fall2019","EOW","EOW4","2019-09-28","SwainsonsThrush"
"x61",2019,"Fall","Fall2019","EOW","EOW2","2019-09-28",NA
"x62",2019,"Fall","Fall2019","EOW","EOW5","2019-09-28","HermitThrush"
"x63",2019,"Fall","Fall2019","UVC","UVC3","2019-09-28",NA
"x64",2019,"Fall","Fall2019","UVC","UVC7","2019-09-28",NA
"x65",2019,"Fall","Fall2019","UVC","UVC10","2019-09-28",NA
"x66",2019,"Fall","Fall2019","MWB","MWB5","2019-09-28",NA
"x67",2019,"Fall","Fall2019","DTB","DTB2","2019-09-28",NA
"x68",2019,"Fall","Fall2019","FIA","FIA2","2019-09-28",NA
"x69",2019,"Fall","Fall2019","FIA","FIA1","2019-09-29",NA
"x70",2019,"Fall","Fall2019","FIA","FIA6","2019-09-29",NA
"x71",2019,"Fall","Fall2019","DTB","DTB5","2019-09-29",NA
"x72",2019,"Fall","Fall2019","DTB","DTB9","2019-09-29",NA
"x73",2019,"Fall","Fall2019","UVC","UVC3","2019-09-29",NA
"x74",2019,"Fall","Fall2019","EOW","EOW1","2019-09-29",NA
"x75",2019,"Fall","Fall2019","EOW","EOW1","2019-09-29","HermitThrush"
"x76",2019,"Fall","Fall2019","EOW","EOW1","2019-09-29","YellowWarbler"
"x77",2019,"Fall","Fall2019","EOW","EOW1","2019-09-29","FoxSparrow"
"x78",2019,"Fall","Fall2019","EOW","EOW2","2019-09-29","OrangeCrownedWarbler"
"x79",2019,"Fall","Fall2019","EOW","EOW2","2019-09-29","FoxSparrow"
"x80",2019,"Fall","Fall2019","EOW","EOW2","2019-09-29","VariedThrush"
"x81",2019,"Fall","Fall2019","EOW","EOW4","2019-09-29","GoldenCrownedKinglet"
"x82",2019,"Fall","Fall2019","EOW","EOW4","2019-09-29","GoldenCrownedKinglet"
"x83",2019,"Fall","Fall2019","EOW","EOW5","2019-09-29","HermitThrush"
"x84",2019,"Fall","Fall2019","MWB","MWB9","2019-09-30","OrangeCrownedWarbler"
"x85",2019,"Fall","Fall2019","EOW","EOW1","2019-09-30","VariedThrush"
"x86",2019,"Fall","Fall2019","EOW","EOW2","2019-09-30","SwainsonsThrush"
"x87",2019,"Fall","Fall2019","EOW","EOW3","2019-09-30","FoxSparrow"
"x88",2019,"Fall","Fall2019","EOW","EOW3","2019-09-30",NA
"x89",2019,"Fall","Fall2019","EOW","EOW6","2019-09-30",NA
"x90",2019,"Fall","Fall2019","MSB","MSB7","2019-09-30","FoxSparrow"
"x91",2019,"Fall","Fall2019","FIA","FIA1","2019-09-30",NA
"x92",2019,"Fall","Fall2019","FIA","FIA5","2019-09-30",NA
"x93",2019,"Fall","Fall2019","FIA","FIA7","2019-09-30",NA
"x94",2019,"Fall","Fall2019","UVC","UVC7","2019-10-01",NA
"x95",2019,"Fall","Fall2019","EOW","EOW1","2019-10-02","FoxSparrow"
"x96",2019,"Fall","Fall2019","EOW","EOW3","2019-10-02","OrangeCrownedWarbler"
"x97",2019,"Fall","Fall2019","UVC","UVC11","2019-10-02","LincolnsSparrow"
"x98",2019,"Fall","Fall2019","UVC","UVC7","2019-10-02",NA
"x99",2019,"Fall","Fall2019","UVC","UVC9","2019-10-02",NA
"x100",2019,"Fall","Fall2019","DTB","DTB7","2019-10-02","GoldenCrownedKinglet"
"x101",2019,"Fall","Fall2019","FIA","FIA5","2019-10-02",NA
"x102",2019,"Fall","Fall2019","MSB","MSB2","2019-10-02","FoxSparrow"
"x103",2019,"Fall","Fall2019","EOW","EOW2","2019-10-03",NA
"x104",2019,"Fall","Fall2019","EOW","EOW3","2019-10-03",NA
"x105",2019,"Fall","Fall2019","FIA","FIA3","2019-10-03","AnnasHummingbird"
"x106",2019,"Fall","Fall2019","FIA","FIA1","2019-10-04",NA
"x107",2019,"Fall","Fall2019","EOW","EOW2","2019-10-04","YellowWarbler"
"x108",2019,"Fall","Fall2019","MWB","MWB1","2019-10-04",NA
"x109",2019,"Fall","Fall2019","MSB","MSB2","2019-10-05",NA
"x110",2019,"Fall","Fall2019","MSB","MSB2","2019-10-05",NA
"x111",2019,"Fall","Fall2019","FIA","FIA1","2019-10-05",NA
"x112",2019,"Fall","Fall2019","FIA","FIA5","2019-10-05","VariedThrush"
"x113",2019,"Fall","Fall2019","FIA","FIA6","2019-10-06",NA
"x114",2019,"Fall","Fall2019","DTB","DTB3","2019-10-06","YellowWarbler"
"x115",2019,"Fall","Fall2019","UVC","UVC7","2019-10-06",NA
"x116",2019,"Fall","Fall2019","EOW","EOW2","2019-10-06","SwainsonsThrush"
"x117",2019,"Fall","Fall2019","EOW","EOW2","2019-10-06",NA
"x118",2020,"Fall","Fall2020","MWB","MWB5","2020-09-19",NA
"x119",2020,"Fall","Fall2020","MWB","MWB6","2020-09-19",NA
"x120",2020,"Fall","Fall2020","MWB","MWB7","2020-09-19",NA
"x121",2020,"Fall","Fall2020","DTB","DTB2","2020-09-19","FoxSparrow"
"x122",2020,"Fall","Fall2020","FIA","FIA7","2020-09-19",NA
"x123",2020,"Fall","Fall2020","FIA","FIA7","2020-09-19",NA
"x124",2020,"Fall","Fall2020","MSB","MSB2","2020-09-19",NA
"x125",2020,"Fall","Fall2020","MSB","MSB4","2020-09-19",NA
"x126",2020,"Fall","Fall2020","MSB","MSB5","2020-09-19","GoldenCrownedSparrow"
"x127",2020,"Fall","Fall2020","EOW","EOW2","2020-09-19","HermitThrush"
"x128",2020,"Fall","Fall2020","EOW","EOW2","2020-09-19","HermitThrush"
"x129",2020,"Fall","Fall2020","EOW","EOW3","2020-09-19",NA
"x130",2020,"Fall","Fall2020","EOW","EOW5","2020-09-19",NA
"x131",2020,"Fall","Fall2020","UVC","UVC3","2020-09-19",NA
"x132",2020,"Fall","Fall2020","UVC","UVC5","2020-09-19",NA
"x133",2020,"Fall","Fall2020","UVC","UVC7","2020-09-19",NA
"x134",2020,"Fall","Fall2020","UVC","UVC7","2020-09-19",NA
"x135",2020,"Fall","Fall2020","UVC","UVC9","2020-09-19",NA
"x136",2020,"Fall","Fall2020","DTB","DTB3","2020-09-20",NA
"x137",2020,"Fall","Fall2020","EOW","EOW4","2020-09-20","FoxSparrow"
"x138",2020,"Fall","Fall2020","MSB","MSB2","2020-09-20","GoldenCrownedKinglet"
"x139",2020,"Fall","Fall2020","MSB","MSB4","2020-09-20","VariedThrush"
"x140",2020,"Fall","Fall2020","MSB","MSB6","2020-09-20",NA
"x141",2020,"Fall","Fall2020","EOW","EOW1","2020-09-20",NA
"x142",2020,"Fall","Fall2020","UVC","UVC3","2020-09-20",NA
"x143",2020,"Fall","Fall2020","MWB","MWB2","2020-09-20","AmericanPipit"
"x144",2020,"Fall","Fall2020","MWB","MWB4","2020-09-20",NA
"x145",2020,"Fall","Fall2020","MWB","MWB5","2020-09-20",NA
"x146",2020,"Fall","Fall2020","MWB","MWB9","2020-09-20",NA
"x147",2020,"Fall","Fall2020","FIA","FIA1","2020-09-21","AmericanPipit"
"x148",2020,"Fall","Fall2020","FIA","FIA2","2020-09-21",NA
"x149",2020,"Fall","Fall2020","FIA","FIA5","2020-09-21","HermitThrush"
"x150",2020,"Fall","Fall2020","FIA","FIA6","2020-09-21",NA
"x151",2020,"Fall","Fall2020","MSB","MSB2","2020-09-21",NA
"x152",2020,"Fall","Fall2020","EOW","EOW2","2020-09-21",NA
"x153",2020,"Fall","Fall2020","EOW","EOW3","2020-09-21","FoxSparrow"
"x154",2020,"Fall","Fall2020","MWB","MWB2","2020-09-21",NA
"x155",2020,"Fall","Fall2020","DTB","DTB3","2020-09-21",NA
"x156",2020,"Fall","Fall2020","MSB","MSB2","2020-09-22","DarkEyedJunco"
"x157",2020,"Fall","Fall2020","EOW","EOW3","2020-09-22",NA
"x158",2020,"Fall","Fall2020","EOW","EOW6","2020-09-22",NA
"x159",2020,"Fall","Fall2020","MWB","MWB2","2020-09-22",NA
"x160",2020,"Fall","Fall2020","MWB","MWB2","2020-09-22",NA
"x161",2020,"Fall","Fall2020","MWB","MWB2","2020-09-22",NA
"x162",2020,"Fall","Fall2020","MWB","MWB4","2020-09-22",NA
"x163",2020,"Fall","Fall2020","DTB","DTB3","2020-09-22",NA
"x164",2020,"Fall","Fall2020","DTB","DTB3","2020-09-22",NA
"x165",2020,"Fall","Fall2020","FIA","FIA1","2020-09-22",NA
"x166",2020,"Fall","Fall2020","FIA","FIA5","2020-09-22","HermitThrush"
"x167",2020,"Fall","Fall2020","EOW","EOW1","2020-09-23","OrangeCrownedWarbler"
"x168",2020,"Fall","Fall2020","UVC","UVC2","2020-09-24",NA
"x169",2020,"Fall","Fall2020","FIA","FIA6","2020-09-24","SwainsonsThrush"
"x170",2020,"Fall","Fall2020","MSB","MSB2","2020-09-24","GoldenCrownedKinglet"
"x171",2020,"Fall","Fall2020","MWB","MWB5","2020-09-25","AmericanPipit"
"x172",2020,"Fall","Fall2020","FIA","FIA4","2020-09-25",NA
"x173",2020,"Fall","Fall2020","FIA","FIA7","2020-09-25",NA
"x174",2020,"Fall","Fall2020","DTB","DTB3","2020-09-26","RubyCrownedKinglet"
"x175",2020,"Fall","Fall2020","MSB","MSB2","2020-09-26",NA
"x176",2020,"Fall","Fall2020","MSB","MSB2","2020-09-26",NA
"x177",2020,"Fall","Fall2020","MWB","MWB8","2020-09-26",NA
"x178",2020,"Fall","Fall2020","FIA","FIA5","2020-09-27","HermitThrush"
"x179",2020,"Fall","Fall2020","MSB","MSB2","2020-09-27","HermitThrush"
"x180",2020,"Fall","Fall2020","EOW","EOW4","2020-09-27","HermitThrush"
"x181",2020,"Fall","Fall2020","UVC","UVC5","2020-09-27",NA
"x182",2020,"Fall","Fall2020","UVC","UVC7","2020-09-27",NA
"x183",2020,"Fall","Fall2020","UVC","UVC8","2020-09-27",NA
"x184",2020,"Fall","Fall2020","MWB","MWB4","2020-09-27","SwainsonsThrush"
"x185",2020,"Fall","Fall2020","MSB","MSB2","2020-09-28","FoxSparrow"
"x186",2020,"Fall","Fall2020","EOW","EOW1","2020-09-28",NA
"x187",2020,"Fall","Fall2020","FIA","FIA4","2020-09-28","AmericanRobin"
"x188",2020,"Fall","Fall2020","EOW","EOW1","2020-09-29","GoldenCrownedSparrow"
"x189",2020,"Fall","Fall2020","EOW","EOW1","2020-09-29","HermitThrush"
"x190",2020,"Fall","Fall2020","MWB","MWB2","2020-09-29","YellowRumpedWarbler"
"x191",2020,"Fall","Fall2020","FIA","FIA6","2020-09-29",NA
"x192",2020,"Fall","Fall2020","MSB","MSB2","2020-09-29","GoldenCrownedKinglet"
"x193",2020,"Fall","Fall2020","MSB","MSB2","2020-09-29",NA
"x194",2020,"Fall","Fall2020","UVC","UVC3","2020-09-30",NA
"x195",2020,"Fall","Fall2020","MWB","MWB4","2020-09-30",NA
"x196",2020,"Fall","Fall2020","MSB","MSB4","2020-09-30",NA
"x197",2020,"Fall","Fall2020","EOW","EOW2","2020-09-30",NA
"x198",2020,"Fall","Fall2020","FIA","FIA4","2020-10-01",NA
"x199",2020,"Fall","Fall2020","FIA","FIA6","2020-10-01",NA
"x200",2020,"Fall","Fall2020","MSB","MSB2","2020-10-01","YellowRumpedWarbler"
"x201",2020,"Fall","Fall2020","EOW","EOW2","2020-10-01","GoldenCrownedKinglet"
"x202",2020,"Fall","Fall2020","FIA","FIA5","2020-10-02",NA
"x203",2020,"Fall","Fall2020","FIA","FIA6","2020-10-02","VariedThrush"
"x204",2020,"Fall","Fall2020","EOW","EOW5","2020-10-02","GoldenCrownedKinglet"
"x205",2020,"Fall","Fall2020","UVC","UVC3","2020-10-02",NA
"x206",2020,"Fall","Fall2020","MWB","MWB5","2020-10-02",NA
"x207",2020,"Fall","Fall2020","EOW","EOW5","2020-10-03",NA
"x208",2020,"Fall","Fall2020","FIA","FIA1","2020-10-03","AmericanRobin"
"x209",2020,"Fall","Fall2020","MSB","MSB2","2020-10-04","VariedThrush"
"x210",2020,"Fall","Fall2020","EOW","EOW3","2020-10-04","HermitThrush"
"x211",2020,"Fall","Fall2020","EOW","EOW3","2020-10-04","GoldenCrownedKinglet"
"x212",2020,"Fall","Fall2020","MWB","MWB2","2020-10-04",NA
"x213",2020,"Fall","Fall2020","MWB","MWB8","2020-10-04",NA
"x214",2020,"Fall","Fall2020","EOW","EOW4","2020-10-05","PacificSlopeFlycatcher"
"x215",2020,"Fall","Fall2020","UVC","UVC5","2020-10-05",NA
"x216",2020,"Fall","Fall2020","MWB","MWB8","2020-10-05",NA
"x217",2020,"Fall","Fall2020","MWB","MWB5","2020-10-07","AmericanPipit"
"x218",2020,"Fall","Fall2020","FIA","FIA6","2020-10-07","AmericanRobin"
"x219",2020,"Fall","Fall2020","MSB","MSB1","2020-10-07",NA
"x220",2020,"Fall","Fall2020","EOW","EOW3","2020-10-07","HermitThrush"
"x221",2020,"Fall","Fall2020","UVC","UVC8","2020-10-07",NA
"x222",2020,"Fall","Fall2020","EOW","EOW2","2020-10-08","HermitThrush"
"x223",2020,"Fall","Fall2020","MSB","MSB2","2020-10-08","PineSiskin"
"x224",2020,"Fall","Fall2020","FIA","FIA4","2020-10-08","AmericanRobin"
"x225",2020,"Fall","Fall2020","FIA","FIA6","2020-10-09","CedarWaxwing"
"x226",2020,"LateWinter","LateWinter2020","EOW","EOW3","2020-01-24",NA
"x227",2020,"LateWinter","LateWinter2020","FIA","FIA6","2020-01-25","ChestnutBackedChickadee"
"x228",2020,"LateWinter","LateWinter2020","EOW","EOW2","2020-01-27","AmericanRobin"
"x229",2020,"LateWinter","LateWinter2020","EOW","EOW2","2020-02-01","AnnasHummingbird"
"x230",2020,"LateWinter","LateWinter2020","EOW","EOW1","2020-02-05","AmericanRobin"
"x231",2020,"LateWinter","LateWinter2020","EOW","EOW2","2020-02-07",NA
"x232",2021,"LateWinter","LateWinter2021","FIA","FIA1","2021-01-19",NA
"x233",2021,"LateWinter","LateWinter2021","FIA","FIA5","2021-01-19",NA
"x234",2021,"LateWinter","LateWinter2021","FIA","FIA5","2021-01-19",NA
"x235",2021,"LateWinter","LateWinter2021","FIA","FIA5","2021-01-19",NA
"x236",2021,"LateWinter","LateWinter2021","FIA","FIA6","2021-01-19",NA
"x237",2021,"LateWinter","LateWinter2021","FIA","FIA7","2021-01-19",NA
"x238",2021,"LateWinter","LateWinter2021","UVC","UVC10","2021-01-19",NA
"x239",2021,"LateWinter","LateWinter2021","UVC","UVC3","2021-01-19",NA
"x240",2021,"LateWinter","LateWinter2021","EOW","EOW4","2021-01-22",NA
"x241",2021,"LateWinter","LateWinter2021","FIA","FIA7","2021-01-22",NA
"x242",2021,"LateWinter","LateWinter2021","DTB","DTB3","2021-01-24",NA
"x243",2021,"LateWinter","LateWinter2021","EOW","EOW1","2021-01-24",NA
"x244",2021,"LateWinter","LateWinter2021","FIA","FIA5","2021-01-25","AmericanRobin"
"x245",2021,"LateWinter","LateWinter2021","EOW","EOW1","2021-01-27","AmericanRobin"
"x246",2021,"LateWinter","LateWinter2021","FIA","FIA3","2021-01-28","GoldenCrownedKinglet"
"x247",2021,"LateWinter","LateWinter2021","FIA","FIA7","2021-01-31",NA
"x248",2021,"LateWinter","LateWinter2021","EOW","EOW1","2021-02-01","HermitThrush"
"x249",2021,"LateWinter","LateWinter2021","MSB","MSB2","2021-02-02",NA
"x250",2021,"LateWinter","LateWinter2021","MSB","MSB2","2021-02-02",NA
"x251",2021,"LateWinter","LateWinter2021","DTB","DTB8","2021-02-03","AmericanRobin"
"x252",2021,"LateWinter","LateWinter2021","EOW","EOW1","2021-02-03","AnnasHummingbird"
"x253",2021,"LateWinter","LateWinter2021","MSB","MSB1","2021-02-04",NA
"x254",2021,"LateWinter","LateWinter2021","MSB","MSB2","2021-02-04",NA
"x255",2021,"LateWinter","LateWinter2021","DTB","DTB3","2021-02-05",NA
"x256",2021,"LateWinter","LateWinter2021","FIA","FIA7","2021-02-07",NA
"x257",2021,"LateWinter","LateWinter2021","EOW","EOW1","2021-02-08",NA
"x258",2021,"LateWinter","LateWinter2021","EOW","EOW1","2021-02-08",NA
"x259",2021,"EarlyWinter","EarlyWinter2021","FIA","FIA1","2021-11-22",NA
"x260",2021,"EarlyWinter","EarlyWinter2021","FIA","FIA1","2021-11-22",NA
"x261",2021,"EarlyWinter","EarlyWinter2021","FIA","FIA1","2021-11-22",NA
"x262",2021,"EarlyWinter","EarlyWinter2021","FIA","FIA4","2021-11-22",NA
"x263",2021,"EarlyWinter","EarlyWinter2021","FIA","FIA6","2021-11-22",NA
"x264",2021,"EarlyWinter","EarlyWinter2021","FIA","FIA6","2021-11-22",NA
"x265",2021,"EarlyWinter","EarlyWinter2021","FIA","FIA7","2021-11-22",NA
"x266",2021,"EarlyWinter","EarlyWinter2021","MSB","MSB2","2021-11-22",NA
"x267",2021,"EarlyWinter","EarlyWinter2021","MSB","MSB2","2021-11-22","GoldenCrownedKinglet"
"x268",2021,"EarlyWinter","EarlyWinter2021","EOW","EOW1","2021-11-22",NA
"x269",2021,"EarlyWinter","EarlyWinter2021","EOW","EOW2","2021-11-22",NA
"x270",2021,"EarlyWinter","EarlyWinter2021","EOW","EOW4","2021-11-22","VariedThrush"
"x271",2021,"EarlyWinter","EarlyWinter2021","UVC","UVC10","2021-11-22",NA
"x272",2021,"EarlyWinter","EarlyWinter2021","MWB","MWB5","2021-11-22",NA
"x273",2021,"EarlyWinter","EarlyWinter2021","MWB","MWB5","2021-11-22",NA
"x274",2021,"EarlyWinter","EarlyWinter2021","DTB","DTB3","2021-11-22",NA
"x275",2021,"EarlyWinter","EarlyWinter2021","EOW","EOW2","2021-11-23",NA
"x276",2021,"EarlyWinter","EarlyWinter2021","UVC","UVC5","2021-11-23",NA
"x277",2021,"EarlyWinter","EarlyWinter2021","MWB","MWB5","2021-11-23",NA
"x278",2021,"EarlyWinter","EarlyWinter2021","FIA","FIA5","2021-11-23",NA
"x279",2021,"EarlyWinter","EarlyWinter2021","FIA","FIA6","2021-11-23",NA
"x280",2021,"EarlyWinter","EarlyWinter2021","MWB","MWB8","2021-11-24",NA
"x281",2021,"EarlyWinter","EarlyWinter2021","MWB","MWB8","2021-11-24",NA
"x282",2021,"EarlyWinter","EarlyWinter2021","MWB","MWB8","2021-11-24",NA
"x283",2021,"EarlyWinter","EarlyWinter2021","FIA","FIA1","2021-11-24",NA
"x284",2021,"EarlyWinter","EarlyWinter2021","FIA","FIA1","2021-11-24",NA
"x285",2021,"EarlyWinter","EarlyWinter2021","FIA","FIA1","2021-11-24",NA
"x286",2021,"EarlyWinter","EarlyWinter2021","EOW","EOW2","2021-11-25",NA
"x287",2021,"EarlyWinter","EarlyWinter2021","DTB","DTB5","2021-11-26",NA
"x288",2021,"EarlyWinter","EarlyWinter2021","FIA","FIA1","2021-11-26",NA
"x289",2021,"EarlyWinter","EarlyWinter2021","FIA","FIA6","2021-11-26",NA
"x290",2021,"EarlyWinter","EarlyWinter2021","EOW","EOW4","2021-11-26",NA
"x291",2021,"EarlyWinter","EarlyWinter2021","FIA","FIA1","2021-11-27",NA
"x292",2021,"EarlyWinter","EarlyWinter2021","FIA","FIA1","2021-11-28",NA
"x293",2021,"EarlyWinter","EarlyWinter2021","EOW","EOW2","2021-11-28","VariedThrush"
"x294",2021,"EarlyWinter","EarlyWinter2021","EOW","EOW1","2021-11-29","VariedThrush"
"x295",2021,"EarlyWinter","EarlyWinter2021","DTB","DTB7","2021-12-02","HermitThrush"
"x296",2021,"EarlyWinter","EarlyWinter2021","DTB","DTB7","2021-12-02","HermitThrush"
"x297",2021,"EarlyWinter","EarlyWinter2021","EOW","EOW2","2021-12-02",NA
"x298",2021,"EarlyWinter","EarlyWinter2021","MWB","MWB5","2021-12-03",NA
"x299",2021,"EarlyWinter","EarlyWinter2021","FIA","FIA5","2021-12-04",NA
"x300",2021,"EarlyWinter","EarlyWinter2021","MWB","MWB10","2021-12-05","VariedThrush"
"x301",2021,"EarlyWinter","EarlyWinter2021","MWB","MWB5","2021-12-05",NA
"x302",2021,"EarlyWinter","EarlyWinter2021","FIA","FIA1","2021-12-06","GoldenCrownedKinglet"
"x303",2021,"EarlyWinter","EarlyWinter2021","FIA","FIA1","2021-12-08","VariedThrush"
"x304",2021,"EarlyWinter","EarlyWinter2021","FIA","FIA3","2021-12-09","GoldenCrownedKinglet"
"x305",2021,"EarlyWinter","EarlyWinter2021","EOW","EOW2","2021-12-09","VariedThrush"
"x306",2021,"EarlyWinter","EarlyWinter2021","MWB","MWB5","2021-12-09",NA
"x307",2021,"EarlyWinter","EarlyWinter2021","MSB","MSB1","2021-12-10","AmericanRobin"
"x308",2021,"EarlyWinter","EarlyWinter2021","EOW","EOW2","2021-12-10",NA
"x309",2022,"LateWinter","LateWinter2022","FIA","FIA5","2022-01-17",NA
"x310",2022,"LateWinter","LateWinter2022","FIA","FIA6","2022-01-17","GoldenCrownedKinglet"
"x311",2022,"LateWinter","LateWinter2022","EOW","EOW2","2022-01-19","HouseFinch"
"x312",2022,"LateWinter","LateWinter2022","DTB","DTB7","2022-01-21","AmericanRobin"
"x313",2022,"LateWinter","LateWinter2022","UVC","UVC8","2022-01-21","AnnasHummingbird"
"x314",2022,"LateWinter","LateWinter2022","FIA","FIA5","2022-01-24",NA
"x315",2022,"LateWinter","LateWinter2022","FIA","FIA7","2022-01-31",NA
